geofips,geoname,timeperiod,employment,GDP
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1975,1366632,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1976,1424689,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1977,1505789,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1978,1610676,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1979,1710438,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1980,1783735,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1981,1866469,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1982,1913919,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1983,1983208,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1984,2154576,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1985,2282704,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1986,2310171,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1987,2383007,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1988,2414222,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1989,2445797,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1990,2507837,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1991,2529960,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1992,2542635,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1993,2616854,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1994,2708936,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1995,2814870,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1996,2923393,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1997,3057914,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1998,3176906,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1999,3284237,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2000,3417830,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2001,3463068,273531518976
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2002,3424897,281690669056
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2003,3432695,285517905920
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2004,3499362,302019248128
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2005,3621905,317440720896
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2006,3766949,342705537024
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2007,3913910,354614444032
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2008,3993545,357232377856
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2009,3914429,346156204032
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2010,3929790,352860504064
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2011,4068890,365601161216
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2012,4191061,377846398976
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2013,4318879,388536303616
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2014,4464293,402787827712
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2015,4634221,422048104448
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2016,4794739,435497730048
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2017,4930512,451716939776
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2018,5085372,470511779840
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2019,5186048,487604846592
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2020,5172124,477022912512
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2021,5392753,
19140,"Dalton, GA (Metropolitan Statistical Area)",1969,34846,
19140,"Dalton, GA (Metropolitan Statistical Area)",1970,35168,
19140,"Dalton, GA (Metropolitan Statistical Area)",1971,37695,
19140,"Dalton, GA (Metropolitan Statistical Area)",1972,41452,
19140,"Dalton, GA (Metropolitan Statistical Area)",1973,43738,
19140,"Dalton, GA (Metropolitan Statistical Area)",1974,42486,
19140,"Dalton, GA (Metropolitan Statistical Area)",1975,39069,
19140,"Dalton, GA (Metropolitan Statistical Area)",1976,42562,
19140,"Dalton, GA (Metropolitan Statistical Area)",1977,45560,
19140,"Dalton, GA (Metropolitan Statistical Area)",1978,47923,
19140,"Dalton, GA (Metropolitan Statistical Area)",1979,49185,
19140,"Dalton, GA (Metropolitan Statistical Area)",1980,48891,
19140,"Dalton, GA (Metropolitan Statistical Area)",1981,48672,
19140,"Dalton, GA (Metropolitan Statistical Area)",1982,46909,
19140,"Dalton, GA (Metropolitan Statistical Area)",1983,50744,
19140,"Dalton, GA (Metropolitan Statistical Area)",1984,54398,
19140,"Dalton, GA (Metropolitan Statistical Area)",1985,56119,
19140,"Dalton, GA (Metropolitan Statistical Area)",1986,58945,
19140,"Dalton, GA (Metropolitan Statistical Area)",1987,62232,
19140,"Dalton, GA (Metropolitan Statistical Area)",1988,65112,
19140,"Dalton, GA (Metropolitan Statistical Area)",1989,66708,
19140,"Dalton, GA (Metropolitan Statistical Area)",1990,67995,
19140,"Dalton, GA (Metropolitan Statistical Area)",1991,66329,
19140,"Dalton, GA (Metropolitan Statistical Area)",1992,69845,
19140,"Dalton, GA (Metropolitan Statistical Area)",1993,73741,
19140,"Dalton, GA (Metropolitan Statistical Area)",1994,76724,
19140,"Dalton, GA (Metropolitan Statistical Area)",1995,78552,
19140,"Dalton, GA (Metropolitan Statistical Area)",1996,80144,
19140,"Dalton, GA (Metropolitan Statistical Area)",1997,81060,
19140,"Dalton, GA (Metropolitan Statistical Area)",1998,82126,
19140,"Dalton, GA (Metropolitan Statistical Area)",1999,83196,
19140,"Dalton, GA (Metropolitan Statistical Area)",2000,87006,
19140,"Dalton, GA (Metropolitan Statistical Area)",2001,85876,5779364864
19140,"Dalton, GA (Metropolitan Statistical Area)",2002,86500,6040698880
19140,"Dalton, GA (Metropolitan Statistical Area)",2003,86673,6117092864
19140,"Dalton, GA (Metropolitan Statistical Area)",2004,88308,6812152832
19140,"Dalton, GA (Metropolitan Statistical Area)",2005,89189,7115344896
19140,"Dalton, GA (Metropolitan Statistical Area)",2006,90340,7037942784
19140,"Dalton, GA (Metropolitan Statistical Area)",2007,89950,6991096832
19140,"Dalton, GA (Metropolitan Statistical Area)",2008,84979,6641067008
19140,"Dalton, GA (Metropolitan Statistical Area)",2009,77658,5987314176
19140,"Dalton, GA (Metropolitan Statistical Area)",2010,76810,5721065984
19140,"Dalton, GA (Metropolitan Statistical Area)",2011,77683,5773219840
19140,"Dalton, GA (Metropolitan Statistical Area)",2012,76671,5974576128
19140,"Dalton, GA (Metropolitan Statistical Area)",2013,76813,5901603840
19140,"Dalton, GA (Metropolitan Statistical Area)",2014,80170,6058658816
19140,"Dalton, GA (Metropolitan Statistical Area)",2015,81980,6246707200
19140,"Dalton, GA (Metropolitan Statistical Area)",2016,81885,6477647872
19140,"Dalton, GA (Metropolitan Statistical Area)",2017,79926,6489290752
19140,"Dalton, GA (Metropolitan Statistical Area)",2018,81613,6413292032
19140,"Dalton, GA (Metropolitan Statistical Area)",2019,79983,6465448960
19140,"Dalton, GA (Metropolitan Statistical Area)",2020,78005,6289793024
19140,"Dalton, GA (Metropolitan Statistical Area)",2021,80320,
19180,"Danville, IL (Metropolitan Statistical Area)",1969,44300,
19180,"Danville, IL (Metropolitan Statistical Area)",1970,43790,
19180,"Danville, IL (Metropolitan Statistical Area)",1971,43260,
19180,"Danville, IL (Metropolitan Statistical Area)",1972,44707,
19180,"Danville, IL (Metropolitan Statistical Area)",1973,46897,
19180,"Danville, IL (Metropolitan Statistical Area)",1974,46993,
19180,"Danville, IL (Metropolitan Statistical Area)",1975,45416,
19180,"Danville, IL (Metropolitan Statistical Area)",1976,46632,
19180,"Danville, IL (Metropolitan Statistical Area)",1977,46973,
19180,"Danville, IL (Metropolitan Statistical Area)",1978,47926,
19180,"Danville, IL (Metropolitan Statistical Area)",1979,47142,
19180,"Danville, IL (Metropolitan Statistical Area)",1980,44925,
19180,"Danville, IL (Metropolitan Statistical Area)",1981,44283,
19180,"Danville, IL (Metropolitan Statistical Area)",1982,42605,
19180,"Danville, IL (Metropolitan Statistical Area)",1983,42368,
19180,"Danville, IL (Metropolitan Statistical Area)",1984,42881,
19180,"Danville, IL (Metropolitan Statistical Area)",1985,42021,
19180,"Danville, IL (Metropolitan Statistical Area)",1986,42054,
19180,"Danville, IL (Metropolitan Statistical Area)",1987,42017,
19180,"Danville, IL (Metropolitan Statistical Area)",1988,42051,
19180,"Danville, IL (Metropolitan Statistical Area)",1989,41546,
19180,"Danville, IL (Metropolitan Statistical Area)",1990,41527,
19180,"Danville, IL (Metropolitan Statistical Area)",1991,41296,
19180,"Danville, IL (Metropolitan Statistical Area)",1992,41311,
19180,"Danville, IL (Metropolitan Statistical Area)",1993,40834,
19180,"Danville, IL (Metropolitan Statistical Area)",1994,42042,
19180,"Danville, IL (Metropolitan Statistical Area)",1995,41796,
19180,"Danville, IL (Metropolitan Statistical Area)",1996,42425,
19180,"Danville, IL (Metropolitan Statistical Area)",1997,42515,
19180,"Danville, IL (Metropolitan Statistical Area)",1998,42324,
19180,"Danville, IL (Metropolitan Statistical Area)",1999,42214,
19180,"Danville, IL (Metropolitan Statistical Area)",2000,42344,
19180,"Danville, IL (Metropolitan Statistical Area)",2001,40683,2830501888
19180,"Danville, IL (Metropolitan Statistical Area)",2002,40062,2928942080
19180,"Danville, IL (Metropolitan Statistical Area)",2003,40636,3049688064
19180,"Danville, IL (Metropolitan Statistical Area)",2004,40029,3185689088
19180,"Danville, IL (Metropolitan Statistical Area)",2005,40190,3119653888
19180,"Danville, IL (Metropolitan Statistical Area)",2006,39863,3246384896
19180,"Danville, IL (Metropolitan Statistical Area)",2007,39718,3212198912
19180,"Danville, IL (Metropolitan Statistical Area)",2008,39183,3230932992
19180,"Danville, IL (Metropolitan Statistical Area)",2009,37825,3037576960
19180,"Danville, IL (Metropolitan Statistical Area)",2010,37284,3034547968
19180,"Danville, IL (Metropolitan Statistical Area)",2011,38010,3071758080
19180,"Danville, IL (Metropolitan Statistical Area)",2012,38165,3131054080
19180,"Danville, IL (Metropolitan Statistical Area)",2013,37345,3153905920
19180,"Danville, IL (Metropolitan Statistical Area)",2014,37667,3100438016
19180,"Danville, IL (Metropolitan Statistical Area)",2015,37770,3026739968
19180,"Danville, IL (Metropolitan Statistical Area)",2016,36637,2976306944
19180,"Danville, IL (Metropolitan Statistical Area)",2017,35991,3019062016
19180,"Danville, IL (Metropolitan Statistical Area)",2018,35434,3007612928
19180,"Danville, IL (Metropolitan Statistical Area)",2019,35082,2999161088
19180,"Danville, IL (Metropolitan Statistical Area)",2020,33964,2920343040
19180,"Danville, IL (Metropolitan Statistical Area)",2021,34091,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1969,20008,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1970,19749,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1971,20505,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1972,21727,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1973,23015,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1974,23738,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1975,24458,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1976,25750,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1977,26965,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1978,27291,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1979,27875,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1980,27777,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1981,28722,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1982,29388,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1983,31306,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1984,33057,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1985,33969,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1986,34674,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1987,36081,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1988,37654,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1989,38889,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1990,40545,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1991,42388,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1992,44246,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1993,47280,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1994,50770,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1995,54511,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1996,56932,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1997,60806,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1998,64758,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1999,67472,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2000,69423,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2001,70661,4007706112
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2002,71892,4193287936
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2003,73844,4426471936
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2004,77691,4912303104
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2005,82612,5502688256
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2006,87768,5673656832
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2007,92728,5852050944
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2008,92684,5569569792
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2009,89324,5328816128
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2010,89246,5381575168
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2011,92000,5372338176
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2012,93226,5426596864
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2013,96469,5678990848
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2014,99807,5775601152
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2015,103917,5992794112
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2016,107829,6266434048
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2017,111624,6453587968
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2018,115697,6799714816
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2019,117000,7134733824
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2020,117257,6985901056
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2021,122061,
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1969,170634,
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1970,169173,
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1971,167145,
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1972,171157,
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1973,183158,
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1974,193442,
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1975,192380,
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1976,194882,
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1977,199126,
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1978,202184,
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1979,207010,
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1980,202488,
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1981,201299,
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1982,190760,
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1983,186120,
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1984,190977,
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1985,191204,
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1986,188955,
